"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Virginia"	"51"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	13	8683619	Unreliable
	"Virginia"	"51"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	282	8683619	3.2
	"Virginia"	"51"	"Intentional self-harm by drowning and submersion"	"X71"	10	8683619	Unreliable
	"Virginia"	"51"	"Intentional self-harm by handgun discharge"	"X72"	264	8683619	3.0
	"Virginia"	"51"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	77	8683619	0.9
	"Virginia"	"51"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	382	8683619	4.4
	"Virginia"	"51"	"Intentional self-harm by sharp object"	"X78"	20	8683619	0.2
	"Virginia"	"51"	"Intentional self-harm by jumping from a high place"	"X80"	31	8683619	0.4
	"Virginia"	"51"	"Intentional self-harm by jumping or lying before moving object"	"X81"	10	8683619	Unreliable
	"Virginia"	"51"	"Assault by handgun discharge"	"X93"	122	8683619	1.4
	"Virginia"	"51"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	17	8683619	Unreliable
	"Virginia"	"51"	"Assault by other and unspecified firearm discharge"	"X95"	417	8683619	4.8
	"Virginia"	"51"	"Assault by sharp object"	"X99"	30	8683619	0.3
	"Virginia"	"51"	"Assault by unspecified means"	"Y09"	32	8683619	0.4
	"Virginia"	"51"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	14	8683619	Unreliable
	"Virginia"	"51"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	15	8683619	Unreliable
	"Virginia"	"51"	"Unspecified event, undetermined intent"	"Y34"	13	8683619	Unreliable
	"Virginia"	"51"	"Surgical operation with transplant of whole organ"	"Y83.0"	11	8683619	Unreliable
	"Virginia"	"51"	"Surgical operation with implant of artificial internal device"	"Y83.1"	10	8683619	Unreliable
	"Virginia"	"51"	"Surgical procedure, unspecified"	"Y83.9"	12	8683619	Unreliable
	"Virginia"	"51"	"Other medical procedures"	"Y84.8"	14	8683619	Unreliable
	"Virginia"	"51"	"Sequelae of motor-vehicle accident"	"Y85.0"	23	8683619	0.3
	"Virginia"	"51"	"Sequelae of other accidents"	"Y86"	30	8683619	0.3
	"Washington"	"53"	"Enterocolitis due to Clostridium difficile"	"A04.7"	74	7785786	1.0
	"Washington"	"53"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	17	7785786	Unreliable
	"Washington"	"53"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	63	7785786	0.8
	"Washington"	"53"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	13	7785786	Unreliable
	"Washington"	"53"	"Septicaemia, unspecified"	"A41.9"	683	7785786	8.8
	"Washington"	"53"	"Staphylococcal infection, unspecified"	"A49.0"	40	7785786	0.5
	"Washington"	"53"	"Streptococcal infection, unspecified"	"A49.1"	12	7785786	Unreliable
	"Washington"	"53"	"Other bacterial infections of unspecified site"	"A49.8"	15	7785786	Unreliable
	"Washington"	"53"	"Bacterial infection, unspecified"	"A49.9"	23	7785786	0.3
	"Washington"	"53"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	11	7785786	Unreliable
	"Washington"	"53"	"Chronic viral hepatitis C"	"B18.2"	88	7785786	1.1
	"Washington"	"53"	"HIV disease resulting in multiple infections"	"B20.7"	11	7785786	Unreliable
	"Washington"	"53"	"HIV disease resulting in other specified conditions"	"B23.8"	13	7785786	Unreliable
	"Washington"	"53"	"Other viral infections of unspecified site"	"B34.8"	28	7785786	0.4
	"Washington"	"53"	"Viral infection, unspecified"	"B34.9"	12	7785786	Unreliable
	"Washington"	"53"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	26	7785786	0.3
	"Washington"	"53"	"Other and unspecified infectious diseases"	"B99"	14	7785786	Unreliable
	"Washington"	"53"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	67	7785786	0.9
	"Washington"	"53"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	24	7785786	0.3
	"Washington"	"53"	"Malignant neoplasm of parotid gland"	"C07"	17	7785786	Unreliable
	"Washington"	"53"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	11	7785786	Unreliable
	"Washington"	"53"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	25	7785786	0.3
	"Washington"	"53"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	39	7785786	0.5
	"Washington"	"53"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	21	7785786	0.3
	"Washington"	"53"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	10	7785786	Unreliable
	"Washington"	"53"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	17	7785786	Unreliable
	"Washington"	"53"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	385	7785786	4.9
	"Washington"	"53"	"Cardia - Malignant neoplasms"	"C16.0"	25	7785786	0.3
	"Washington"	"53"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	169	7785786	2.2
	"Washington"	"53"	"Duodenum - Malignant neoplasms"	"C17.0"	28	7785786	0.4
	"Washington"	"53"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	23	7785786	0.3
	"Washington"	"53"	"Caecum - Malignant neoplasms"	"C18.0"	14	7785786	Unreliable
	"Washington"	"53"	"Appendix - Malignant neoplasms"	"C18.1"	28	7785786	0.4
	"Washington"	"53"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	35	7785786	0.4
	"Washington"	"53"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	709	7785786	9.1
	"Washington"	"53"	"Malignant neoplasm of rectosigmoid junction"	"C19"	111	7785786	1.4
	"Washington"	"53"	"Malignant neoplasm of rectum"	"C20"	228	7785786	2.9
	"Washington"	"53"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	39	7785786	0.5
	"Washington"	"53"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	330	7785786	4.2
	"Washington"	"53"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	238	7785786	3.1
	"Washington"	"53"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	89	7785786	1.1
	"Washington"	"53"	"Malignant neoplasm of gallbladder"	"C23"	46	7785786	0.6
	"Washington"	"53"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	18	7785786	Unreliable
	"Washington"	"53"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	19	7785786	Unreliable
	"Washington"	"53"	"Head of pancreas - Malignant neoplasms"	"C25.0"	18	7785786	Unreliable
	"Washington"	"53"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	1094	7785786	14.1
	"Washington"	"53"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	53	7785786	0.7
	"Washington"	"53"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	48	7785786	0.6
	"Washington"	"53"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	53	7785786	0.7
	"Washington"	"53"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	37	7785786	0.5
	"Washington"	"53"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	2699	7785786	34.7
	"Washington"	"53"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	29	7785786	0.4
	"Washington"	"53"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	176	7785786	2.3
	"Washington"	"53"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	43	7785786	0.6
	"Washington"	"53"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	43	7785786	0.6
	"Washington"	"53"	"Mesothelioma of pleura - Malignant neoplasms"	"C45.0"	13	7785786	Unreliable
	"Washington"	"53"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	52	7785786	0.7
	"Washington"	"53"	"Retroperitoneum - Malignant neoplasms"	"C48.0"	11	7785786	Unreliable
	"Washington"	"53"	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	17	7785786	Unreliable
	"Washington"	"53"	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	17	7785786	Unreliable
	"Washington"	"53"	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	19	7785786	Unreliable
	"Washington"	"53"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	63	7785786	0.8
	"Washington"	"53"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	844	7785786	10.8
	"Washington"	"53"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	35	7785786	0.4
	"Washington"	"53"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	73	7785786	0.9
	"Washington"	"53"	"Endometrium - Malignant neoplasms"	"C54.1"	163	7785786	2.1
	"Washington"	"53"	"Malignant neoplasm of uterus, part unspecified"	"C55"	99	7785786	1.3
	"Washington"	"53"	"Malignant neoplasm of ovary"	"C56"	322	7785786	4.1
	"Washington"	"53"	"Fallopian tube - Malignant neoplasms"	"C57.0"	14	7785786	Unreliable
	"Washington"	"53"	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	15	7785786	Unreliable
	"Washington"	"53"	"Malignant neoplasm of prostate"	"C61"	803	7785786	10.3
	"Washington"	"53"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	15	7785786	Unreliable
	"Washington"	"53"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	310	7785786	4.0
	"Washington"	"53"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	368	7785786	4.7
	"Washington"	"53"	"Frontal lobe - Malignant neoplasms"	"C71.1"	11	7785786	Unreliable
	"Washington"	"53"	"Temporal lobe - Malignant neoplasms"	"C71.2"	16	7785786	Unreliable
	"Washington"	"53"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	372	7785786	4.8
	"Washington"	"53"	"Malignant neoplasm of thyroid gland"	"C73"	62	7785786	0.8
	"Washington"	"53"	"Head, face and neck - Malignant neoplasms"	"C76.0"	12	7785786	Unreliable
	"Washington"	"53"	"Abdomen - Malignant neoplasms"	"C76.2"	14	7785786	Unreliable
	"Washington"	"53"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	13	7785786	Unreliable
	"Washington"	"53"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	29	7785786	0.4
	"Washington"	"53"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	15	7785786	Unreliable
	"Washington"	"53"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	20	7785786	0.3
	"Washington"	"53"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	26	7785786	0.3
	"Washington"	"53"	"Malignant neoplasm without specification of site"	"C80"	643	7785786	8.3
	"Washington"	"53"	"Hodgkin disease, unspecified"	"C81.9"	20	7785786	0.3
	"Washington"	"53"	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	31	7785786	0.4
	"Washington"	"53"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	40	7785786	0.5
	"Washington"	"53"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	156	7785786	2.0
	"Washington"	"53"	"Diffuse non-Hodgkin lymphoma, unspecified"	"C83.9"	11	7785786	Unreliable
	"Washington"	"53"	"Peripheral T-cell lymphoma - Malignant neoplasms"	"C84.4"	15	7785786	Unreliable
	"Washington"	"53"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	28	7785786	0.4
	"Washington"	"53"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	92	7785786	1.2
	"Washington"	"53"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	129	7785786	1.7
	"Washington"	"53"	"Waldenstr÷m macroglobulinemia"	"C88.0"	16	7785786	Unreliable
	"Washington"	"53"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	277	7785786	3.6
	"Washington"	"53"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	32	7785786	0.4
	"Washington"	"53"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	101	7785786	1.3
	"Washington"	"53"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	255	7785786	3.3
	"Washington"	"53"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	30	7785786	0.4
	"Washington"	"53"	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	19	7785786	Unreliable
	"Washington"	"53"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	17	7785786	Unreliable
	"Washington"	"53"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	22	7785786	0.3
	"Washington"	"53"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	131	7785786	1.7
	"Washington"	"53"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	25	7785786	0.3
	"Washington"	"53"	"Other digestive organs - Uncertain neoplasms"	"D37.7"	11	7785786	Unreliable
	"Washington"	"53"	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	12	7785786	Unreliable
	"Washington"	"53"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	25	7785786	0.3
	"Washington"	"53"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	139	7785786	1.8
	"Washington"	"53"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	36	7785786	0.5
	"Washington"	"53"	"Connective and other soft tissue - Uncertain neoplasms"	"D48.1"	12	7785786	Unreliable
	"Washington"	"53"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	15	7785786	Unreliable
	"Washington"	"53"	"Aplastic anaemia, unspecified"	"D61.9"	26	7785786	0.3
	"Washington"	"53"	"Acute posthaemorrhagic anaemia"	"D62"	11	7785786	Unreliable
	"Washington"	"53"	"Anaemia, unspecified"	"D64.9"	31	7785786	0.4
	"Washington"	"53"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	10	7785786	Unreliable
	"Washington"	"53"	"Coagulation defect, unspecified"	"D68.9"	17	7785786	Unreliable
	"Washington"	"53"	"Agranulocytosis"	"D70"	10	7785786	Unreliable
	"Washington"	"53"	"Sarcoidosis of lung"	"D86.0"	10	7785786	Unreliable
	"Washington"	"53"	"Sarcoidosis, unspecified"	"D86.9"	17	7785786	Unreliable
	"Washington"	"53"	"Hypothyroidism, unspecified"	"E03.9"	19	7785786	Unreliable
	"Washington"	"53"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	16	7785786	Unreliable
	"Washington"	"53"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	36	7785786	0.5
	"Washington"	"53"	"Insulin-dependent diabetes mellitus, with multiple complications"	"E10.7"	14	7785786	Unreliable
	"Washington"	"53"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	48	7785786	0.6
	"Washington"	"53"	"Non-insulin-dependent diabetes mellitus, with ketoacidosis"	"E11.1"	11	7785786	Unreliable
	"Washington"	"53"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	372	7785786	4.8
	"Washington"	"53"	"Non-insulin-dependent diabetes mellitus, with neurological complications"	"E11.4"	14	7785786	Unreliable
	"Washington"	"53"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	73	7785786	0.9
	"Washington"	"53"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	79	7785786	1.0
	"Washington"	"53"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	499	7785786	6.4
	"Washington"	"53"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	102	7785786	1.3
	"Washington"	"53"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	339	7785786	4.4
	"Washington"	"53"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	51	7785786	0.7
	"Washington"	"53"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	71	7785786	0.9
	"Washington"	"53"	"Unspecified diabetes mellitus, without complications"	"E14.9"	441	7785786	5.7
	"Washington"	"53"	"Hypoglycaemia, unspecified"	"E16.2"	12	7785786	Unreliable
	"Washington"	"53"	"Unspecified severe protein-energy malnutrition"	"E43"	220	7785786	2.8
	"Washington"	"53"	"Moderate protein-energy malnutrition"	"E44.0"	22	7785786	0.3
	"Washington"	"53"	"Unspecified protein-energy malnutrition"	"E46"	126	7785786	1.6
	"Washington"	"53"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	32	7785786	0.4
	"Washington"	"53"	"Other obesity"	"E66.8"	91	7785786	1.2
	"Washington"	"53"	"Obesity, unspecified"	"E66.9"	84	7785786	1.1
	"Washington"	"53"	"Pure hypercholesterolaemia"	"E78.0"	47	7785786	0.6
	"Washington"	"53"	"Mixed hyperlipidaemia"	"E78.2"	17	7785786	Unreliable
	"Washington"	"53"	"Hyperlipidaemia, unspecified"	"E78.5"	347	7785786	4.5
	"Washington"	"53"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	24	7785786	0.3
	"Washington"	"53"	"Organ-limited amyloidosis"	"E85.4"	82	7785786	1.1
	"Washington"	"53"	"Amyloidosis, unspecified"	"E85.9"	17	7785786	Unreliable
	"Washington"	"53"	"Volume depletion"	"E86"	42	7785786	0.5
	"Washington"	"53"	"Hyperosmolality and hypernatraemia"	"E87.0"	20	7785786	0.3
	"Washington"	"53"	"Hypo-osmolality and hyponatraemia"	"E87.1"	15	7785786	Unreliable
	"Washington"	"53"	"Acidosis"	"E87.2"	31	7785786	0.4
	"Washington"	"53"	"Hyperkalaemia"	"E87.5"	14	7785786	Unreliable
	"Washington"	"53"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	11	7785786	Unreliable
	"Washington"	"53"	"Metabolic disorder, unspecified"	"E88.9"	136	7785786	1.7
	"Washington"	"53"	"Multi-infarct dementia"	"F01.1"	32	7785786	0.4
	"Washington"	"53"	"Vascular dementia, unspecified"	"F01.9"	749	7785786	9.6
	"Washington"	"53"	"Unspecified dementia"	"F03"	1316	7785786	16.9
	"Washington"	"53"	"Delirium superimposed on dementia"	"F05.1"	13	7785786	Unreliable
	"Washington"	"53"	"Delirium, unspecified"	"F05.9"	22	7785786	0.3
	"Washington"	"53"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	101	7785786	1.3
	"Washington"	"53"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	273	7785786	3.5
	"Washington"	"53"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	10	7785786	Unreliable
	"Washington"	"53"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	27	7785786	0.3
	"Washington"	"53"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	27	7785786	0.3
	"Washington"	"53"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	30	7785786	0.4
	"Washington"	"53"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	23	7785786	0.3
	"Washington"	"53"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	28	7785786	0.4
	"Washington"	"53"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	29	7785786	0.4
	"Washington"	"53"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	15	7785786	Unreliable
	"Washington"	"53"	"Schizophrenia, unspecified"	"F20.9"	10	7785786	Unreliable
	"Washington"	"53"	"Depressive episode, unspecified"	"F32.9"	11	7785786	Unreliable
	"Washington"	"53"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	11	7785786	Unreliable
	"Washington"	"53"	"Huntington disease"	"G10"	44	7785786	0.6
	"Washington"	"53"	"Motor neuron disease"	"G12.2"	202	7785786	2.6
	"Washington"	"53"	"Parkinson disease"	"G20"	919	7785786	11.8
	"Washington"	"53"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	38	7785786	0.5
	"Washington"	"53"	"Alzheimer disease with early onset"	"G30.0"	37	7785786	0.5
	"Washington"	"53"	"Alzheimer disease with late onset"	"G30.1"	222	7785786	2.9
	"Washington"	"53"	"Alzheimer disease, unspecified"	"G30.9"	3433	7785786	44.1
	"Washington"	"53"	"Circumscribed brain atrophy"	"G31.0"	65	7785786	0.8
	"Washington"	"53"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	732	7785786	9.4
	"Washington"	"53"	"Other specified degenerative diseases of nervous system"	"G31.8"	254	7785786	3.3
	"Washington"	"53"	"Degenerative disease of nervous system, unspecified"	"G31.9"	262	7785786	3.4
	"Washington"	"53"	"Multiple sclerosis"	"G35"	125	7785786	1.6
	"Washington"	"53"	"Epilepsy, unspecified"	"G40.9"	52	7785786	0.7
	"Washington"	"53"	"Status epilepticus, unspecified"	"G41.9"	33	7785786	0.4
	"Washington"	"53"	"Sleep apnoea"	"G47.3"	48	7785786	0.6
	"Washington"	"53"	"Myasthenia gravis"	"G70.0"	18	7785786	Unreliable
	"Washington"	"53"	"Myoneural disorder, unspecified"	"G70.9"	13	7785786	Unreliable
	"Washington"	"53"	"Muscular dystrophy"	"G71.0"	22	7785786	0.3
	"Washington"	"53"	"Infantile cerebral palsy, unspecified"	"G80.9"	30	7785786	0.4
	"Washington"	"53"	"Paraplegia, unspecified"	"G82.2"	10	7785786	Unreliable
	"Washington"	"53"	"Normal-pressure hydrocephalus"	"G91.2"	13	7785786	Unreliable
	"Washington"	"53"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	96	7785786	1.2
	"Washington"	"53"	"Encephalopathy, unspecified"	"G93.4"	51	7785786	0.7
	"Washington"	"53"	"Disorder of brain, unspecified"	"G93.9"	20	7785786	0.3
	"Washington"	"53"	"Mitral stenosis"	"I05.0"	33	7785786	0.4
	"Washington"	"53"	"Mitral valve disease, unspecified"	"I05.9"	29	7785786	0.4
	"Washington"	"53"	"Tricuspid insufficiency"	"I07.1"	42	7785786	0.5
	"Washington"	"53"	"Disorders of both mitral and aortic valves"	"I08.0"	57	7785786	0.7
	"Washington"	"53"	"Combined disorders of mitral, aortic and tricuspid valves"	"I08.3"	12	7785786	Unreliable
	"Washington"	"53"	"Essential (primary) hypertension"	"I10"	511	7785786	6.6
	"Washington"	"53"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	850	7785786	10.9
	"Washington"	"53"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	440	7785786	5.7
	"Washington"	"53"	"Hypertensive renal disease with renal failure"	"I12.0"	434	7785786	5.6
	"Washington"	"53"	"Hypertensive renal disease without renal failure"	"I12.9"	17	7785786	Unreliable
	"Washington"	"53"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	51	7785786	0.7
	"Washington"	"53"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	52	7785786	0.7
	"Washington"	"53"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	222	7785786	2.9
	"Washington"	"53"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	10	7785786	Unreliable
	"Washington"	"53"	"Acute subendocardial myocardial infarction"	"I21.4"	332	7785786	4.3
	"Washington"	"53"	"Acute myocardial infarction, unspecified"	"I21.9"	1754	7785786	22.5
	"Washington"	"53"	"Acute ischaemic heart disease, unspecified"	"I24.9"	61	7785786	0.8
	"Washington"	"53"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	1654	7785786	21.2
	"Washington"	"53"	"Atherosclerotic heart disease"	"I25.1"	3138	7785786	40.3
	"Washington"	"53"	"Ischaemic cardiomyopathy"	"I25.5"	361	7785786	4.6
	"Washington"	"53"	"Other forms of chronic ischaemic heart disease"	"I25.8"	69	7785786	0.9
	"Washington"	"53"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	251	7785786	3.2
	"Washington"	"53"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	185	7785786	2.4
	"Washington"	"53"	"Other secondary pulmonary hypertension"	"I27.2"	236	7785786	3.0
	"Washington"	"53"	"Pericardial effusion (noninflammatory)"	"I31.3"	11	7785786	Unreliable
	"Washington"	"53"	"Acute and subacute infective endocarditis"	"I33.0"	49	7785786	0.6
	"Washington"	"53"	"Mitral (valve) insufficiency"	"I34.0"	105	7785786	1.3
	"Washington"	"53"	"Aortic (valve) stenosis"	"I35.0"	494	7785786	6.3
	"Washington"	"53"	"Aortic (valve) insufficiency"	"I35.1"	32	7785786	0.4
	"Washington"	"53"	"Other aortic valve disorders"	"I35.8"	14	7785786	Unreliable
	"Washington"	"53"	"Aortic valve disorder, unspecified"	"I35.9"	52	7785786	0.7
	"Washington"	"53"	"Endocarditis, valve unspecified"	"I38"	205	7785786	2.6
	"Washington"	"53"	"Dilated cardiomyopathy"	"I42.0"	91	7785786	1.2
	"Washington"	"53"	"Other hypertrophic cardiomyopathy"	"I42.2"	25	7785786	0.3
	"Washington"	"53"	"Alcoholic cardiomyopathy"	"I42.6"	27	7785786	0.3
	"Washington"	"53"	"Other cardiomyopathies"	"I42.8"	12	7785786	Unreliable
	"Washington"	"53"	"Cardiomyopathy, unspecified"	"I42.9"	309	7785786	4.0
	"Washington"	"53"	"Atrioventricular block, complete"	"I44.2"	30	7785786	0.4
	"Washington"	"53"	"Other specified conduction disorders"	"I45.8"	58	7785786	0.7
	"Washington"	"53"	"Sudden cardiac death, so described"	"I46.1"	10	7785786	Unreliable
	"Washington"	"53"	"Cardiac arrest, unspecified"	"I46.9"	106	7785786	1.4
	"Washington"	"53"	"Ventricular tachycardia"	"I47.2"	16	7785786	Unreliable
	"Washington"	"53"	"Atrial fibrillation and flutter"	"I48"	519	7785786	6.7
	"Washington"	"53"	"Ventricular fibrillation and flutter"	"I49.0"	32	7785786	0.4
	"Washington"	"53"	"Sick sinus syndrome"	"I49.5"	16	7785786	Unreliable
	"Washington"	"53"	"Cardiac arrhythmia, unspecified"	"I49.9"	61	7785786	0.8
	"Washington"	"53"	"Congestive heart failure"	"I50.0"	457	7785786	5.9
	"Washington"	"53"	"Left ventricular failure"	"I50.1"	13	7785786	Unreliable
	"Washington"	"53"	"Heart failure, unspecified"	"I50.9"	283	7785786	3.6
	"Washington"	"53"	"Myocarditis, unspecified"	"I51.4"	11	7785786	Unreliable
	"Washington"	"53"	"Cardiovascular disease, unspecified"	"I51.6"	76	7785786	1.0
	"Washington"	"53"	"Cardiomegaly"	"I51.7"	40	7785786	0.5
	"Washington"	"53"	"Other ill-defined heart diseases"	"I51.8"	36	7785786	0.5
	"Washington"	"53"	"Heart disease, unspecified"	"I51.9"	32	7785786	0.4
	"Washington"	"53"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	11	7785786	Unreliable
	"Washington"	"53"	"Other subarachnoid haemorrhage"	"I60.8"	10	7785786	Unreliable
	"Washington"	"53"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	101	7785786	1.3
	"Washington"	"53"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	26	7785786	0.3
	"Washington"	"53"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	12	7785786	Unreliable
	"Washington"	"53"	"Intracerebral haemorrhage in brain stem"	"I61.3"	23	7785786	0.3
	"Washington"	"53"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	22	7785786	0.3
